Label;edited
__label__NO;"  Дональд Трамп получал ""коктейль антител""  когда болел коронавирусом"
__label__NO;  Ду май те 
__label__NO;  Если же ты носишь маску в общественных местах с целью защитить окружающих  так как ты думаешь  что ты можешь быть заразным и при отсутствии симптомов  я хочу тебя спросить: носишь ли ты маску также и у себя дома - для защиты своей семьи
__label__NO;  Есть конечно ограничения по больничному для обычного человека  но для воровских чиновников нет никаких ограничений
__label__NO;  еще и  таки  я ничего против не имею  но были и украинцы
__label__NO;  Забыли указать  что такое общественное здание
__label__NO;  Заметте  эти же самые брехуны рассказывает о пользе масок и карантина на выходных
__label__NO;  Здесь ничего ни плохого  ни хорошего
__label__NO;"  ЗЫ: хотя не  поеду  там жеж типа ""по интернету"" продают "
__label__NO;  И вроде ж восстанавливается потом вкус
__label__NO;  И все в плюсе
__label__NO;  и всеобщая типа вакцинация   тоже хорошая афера
__label__NO;  И ЗП врачей зависит от количества людей  которые заключили с ними договор
__label__NO;  из обр
__label__NO;  Или конкретно э
__label__NO;  Имеем штрафы  носим чаще
__label__NO;  Инвесторы толкаются у международных телефонов-автоматов  чтобы дозвониться до Феофании
__label__NO;  Интересно  откуда такие новостеписатели беруться - с приведением ссылки на выпуск  но с враньем в посте
__label__NO;  Испания уже хрипит голосом Зеленского
__label__NO;  как раз ковидная волна и началась в октябре
__label__NO;  Как так
__label__NO;  когда ты уже зелемойский сдрыснешь с Украины  ты позор народа и слуга олигархов))
__label__NO;  койки и лавки вдоль стен  а посредине куча свободного места
__label__NO;  Кол-во ежедневных случаев растет ото дня ко дню
__label__NO;  Командировки
__label__NO;  Конечно нельзя закрывать
__label__NO;  кто виноват
__label__NO;  Лучше сразу отсечь гангрену
__label__NO;  Масочники хреновы
__label__NO;  МВФ бежит пешком через Атлантику  шоб предложить ЗЕ кредиты
__label__NO;  министр здравоохранения  спикер это люди которые являются эталоном в соблюдении карантина
__label__NO;  МЛЯЯЯЯ
__label__NO;  мнимый преЗЕдент с такими же мнимыми депутатами  министрами  прокурорами  советниками  пресс-секретарями
__label__NO;  Могу порекомендовать  в ютьюбе  китаеведа Николая Вавилова
__label__NO;  може все таки учененьких поспрашивать  рекомендации там прогнозы
__label__NO;  может более точные
__label__NO;  Может Будда был как этот Хаббард
__label__NO;  Можно с этого места поподробнее
__label__NO;  молодая красивая женщина
__label__NO;  Мы потом почитаем их коменты когда они кого нибудь сожгут в целлофановом мешке 
__label__NO;  Настало время встать и сделать решительный шаг вперёд
__label__NO;"  Нет никаких ""белорусских концентраторов"" (я за тебя этиекту прочитал) - есть китайские  с лукашенсковским шильдиком что сделано типа в Беларуси "
__label__NO;"  Никаких разговоров о ""коллективном иммунитете"" и ""спасении экономики"" уже нет"
__label__NO;  но актуальный анекдот - это чтоб улыбка продлевала жизнь
__label__NO;  Но вопрос: люди  а есть такие еще  кто  переболев ковид  набрал вес
__label__NO;  Но его опасность СИЛЬНО преувеличена
__label__NO;  Но здесь такой момент
__label__NO;  но Невзоров сказал: вы бы посмотрели на орудия пыток  которые юзали буддисты
__label__NO;  Но при чём здесь казластан
__label__NO;  но это 
__label__NO;  Ну-ну))
__label__NO;"  Они уже давно ""впереди планеты всей"""
__label__NO;  Оно в итоге как карточный домик
__label__NO;  Особенно мне понравилось где он перечисляет институты и количество ученых медиков в Украине
__label__NO;  От всей души желаю расейке ежедневно превышать свои рекорды
__label__NO;  Отак вот
__label__NO;  Подача в СМИ в виде рекордов - оговорка по Фрейду клоунов этого цирка
__label__NO;  Полный карантин возможен только в том случае  если людям есть что пожрать
__label__NO;  ПОЛПРОЦЕНТА ОТ ОБЕЩАННОГО
__label__NO;  Помолчи
__label__NO;  Попахивает списанием реальных проблем с производственной безопасностью труда (устаревшее совковое оборудование
__label__NO;  Послушай
__label__NO;  ПОтому потом они (
__label__NO;  Потому что речь не только о ресторанах
__label__NO;  поэтому и статистика такая бравая при любых раскладах
__label__NO;  приковиде вроде вкус и нюх должны пропадать а у зеленушки обострились вкусовые и запаховые галлюцинации
__label__NO;  Приметы оставь соотечественикам-совкам - они для вас специально и придумывались
__label__NO;  просто его не ставят  т
__label__NO;  Просто окружали села и убивали каждого  кто пытался нарушить территорию карантина
__label__NO;  Просто по приезду из дома на работу (и наоборот) обрабатываю хорошим мед
__label__NO;"  Пусть ""лечатся"" "
__label__NO;  Раз уж в сказки верить
__label__NO;  РЕЗИСТЕНТНОСТЬ ОРГАНИЗМА (от лат
__label__NO;"  Рекорд - найкраще  найвище чи найбільше досягнення в будь-чому; надзвичайне  гідне запису і пам'яті досягнення"
__label__NO;  РОБИТИ ТАК ВЖЕ ПО ЗАКОНУ  А НЕ ХИТРОДУПО ШОБ Зе ВЛАДА КРАЛА ГРОЩІ З КОВІД ФОНДІВ (ПОДАТКИ ГРОМАДЯН)  А ЛЮДИ БУЛИ У МІНУСІ
__label__NO;  Самое главное что это не кто не убирает
__label__NO;  Семпионом в борьбе с Ковидом мы уже побыли
__label__NO;  Ситуация
__label__NO;  Смертность от ковид
__label__NO;  сначала надо сделать доступными одноразовые маски  которые надо менять каждые два часа  а не так  что люди носят их неделями
__label__NO;  Совести нет  на умерших наговаривать((
__label__NO;  спит со всеми подряд)  сажают в тюрьмк  то со Ковидом можно то же самое
__label__NO;  судя по тому как власть-имущие хворают  тоже нет
__label__NO;  Т
__label__NO;  так они не рабы
__label__NO;"  таки ""вызывает у граждан ощущение незащищенности"""
__label__NO;  Там за это дело взялись серьёзно Без аутентификации по телефону Вы в магазин не зайдёте
__label__NO;  Там на центральной площади  лежит гора асфальта  на плакате зе  и стоит плакат:  Вова їж асфальт  і їм же і лікуйся
__label__NO;  Там свій  особливий шлях
__label__NO;  то ли просто переболели бессимптомно   стали здоровы и для общества не опасны 
__label__NO;  Только подумать
__label__NO;  тот понимает  что смертность от других болезней при пандемии это всего лишь производная от коллапса медицинской системы  так что все остальных кто умер не от ковидлы  можно записывать у жертвы ковидлы
__label__NO;  Тут как бы вопрос
__label__NO;  Тут хочется вставить нэвмырущу цитату от Зели: Я вам ничего не должен
__label__NO;"  Ты осторожнее с такими вопросами  а то он начнет сериалы снимать: ""Степанов в больнице""  ""Степанов и чистый кислород""  ""Степанов и инопланетяне""  "
__label__NO;"  У меня есть предположение  что Віслюк никаким ковидом  конечно  не болел  а просто получил ложно-положительный результат (я не думаю  что это была постановка ""от"" и ""до"")"
__label__NO;  У многих сразу же рисуется картина  что такими темпами все скоро вымрут
__label__NO;  у нас вообще страна не для людей  ну может для автомобилистов
__label__NO;  у них мозгов больше и пользы
__label__NO;  У тебя колокол точно еще не отвалился
__label__NO;  Увлекательная профессия - вакцинатор
__label__NO;  Хай живе Україна
__label__NO;  химич
__label__NO;  Хоть кто то искал чем я болен
__label__HATE;  хрипатый голос  наигранность = только опущенный мог голосовать за это
__label__HATE;  циркачи в погонах   тьфу слизняки да же как мужики уволится не могут   цепляются до последнего черти
__label__NO;  Что надобно делать с высокопоставленными чинушами в случае подозрения на смертельно опасную хворь
__label__NO;  Шмыгаль  Тимошенко  Палица  Кондратюк - всех убедил «заболевший» министр
__label__NO;  электронный рецепт это хорошо и право лечиться бесплатно - это шикарно 
__label__NO;  это был рекорд  а тов
__label__NO;  это выхухоль  главное  что армян
__label__NO;  Это же нарушение Конституции 
__label__NO;  Этот карантин мало поможет
__label__NO;  Я действую с оглядкой на других людей  поэтому я остаюсь дома  когда имею симптомы заболеваний
__label__NO;  Я заболел и попал в больницу
__label__NO;  Я знаю  что вероятность заразиться от кого-то  у кого отсутствуют симптомы  чрезвычайно незначительна - если вообще существует
__label__NO;  Я озаботился получением информации не только из мэйнстимных медиа и я сравниваю количество инфицированных и умерших в разных странах в отношении к всему населению
__label__NO;  Я разобрался и понял  как именно рассчитывается значение индекса заражаемости вируса (R-Wert)
__label__NO;  Я считаю  что обязанность носить маски это сознательное поддержание в людях состояния страха - каждый должен ежедневно ощущать постоянное присутствие опасности  даже если она не существует в реальности
__label__NO;  якобы болеющая короновирусом  не покончит с собой
__label__NO; - - Выкупите назад (( за свой счет - средства защиты  - которые вы   с целью нажывы продавали в начале эпидемии в рф  Польшу   и дажэ в Израиль )
__label__NO; - «Глобальную экономику» надо изменить  с тем чтобы «распределить богатство на основании» ценностей вроде «солидарности  равенства и социальной справедливости»
__label__NO; - «Системы  управляющие финансовыми рынками  коммерцией  торговлей и дипломатией  не ставят своей целью достижение справедливости»
__label__NO; - а ведь баранам обещал - я и не надеялся шо понизит
__label__NO; - А вот *******************(и тут я до того офонарел шо зарекся спорить - это же 
__label__NO; - А теперь у деда спроси переспит ли он с негром за миллион долларов
__label__NO; - А чого ваш президент нею не вакцинується
__label__NO; - А чого ваш президент нею не вакцинується
__label__NO;" - аа  это  а коррупцию хочет побороть  а все мешают  не знаю  а то шо тарифы - то сделай реформы  надо с людей вытянуть деньги и пустить на благо(и прочее такой же ""системы"" аргументирование)  "
__label__NO; - Абрам Львович  а шо это вы маску нацепили  короновируса боитесь
__label__NO; - Абрам Львович  да вам оно зачем  то нам  молодым надо
__label__NO; - Вот  а теперь спроси это у сестры
__label__HATE; - выявляют и убирают требующих соблюдения закона с одной и с другой стороны
__label__NO; - Дед тоже согласен
__label__NO; - добавить еще и неизвестную хрень  которая при РКИ даже сравнивается не с плацебо а с другой такой же хренью
__label__NO; - Доктор у меня болит то-то то-то
__label__NO; - если нет ответа - то пошли вы нехер
__label__NO; - зебильное цунами за полтора года разрушило вщент экономику Украины 
__label__NO; - Кому выгодно
__label__NO; - назови цифру - сколько украинских врачей устраивается работать в Чехии в год
__label__NO; - наливання божої роси в очі піплу
__label__NO; - Не  не надо  я старая уже
__label__NO; - Ничего страшного   - я уже четверо суток не чувствую запахов 
__label__NO; - но и этого не выделил
__label__NO; - но это нереально  да и вакцина устареет для новых мутированых вирусов
__label__NO; - Ну  тоді спочатку ви її просертифікуйте  зробіть вакцинацію своєму президенту  і якщо він виживе  ви нас повідомте
__label__NO; - Ну  тоді спочатку ви її просертифікуйте  зробіть вакцинацію своєму президенту  і якщо він виживе  ви нас повідомте
__label__NO; - Ой  Сарочка  дайте я вас поцелую
__label__NO; - Ой я вас умоляю  они этим так хвастаются  будто то была нефть
__label__NO; - Она то же согласна
__label__NO; - опять одни слова - почему везде государство помогает  но только не у нас - не где нет такого или закройте или дайте работать (когда закрыты - форс мажор - а так за все платежи платить надо - я даже не знаю как это назвать
__label__NO;" - Похоже  все же  что Степанов хорошо усвоил тольько одну ""науку"": тырить бюджет и откатывать начальству"
__label__NO; - пусть благают - вот им   Чето польские бабки и дедки построили так шо дети наших бабок и дедок едут туда и пашут на детей польских бабок и дедок
__label__NO; - пшел нах
__label__NO; - Раз так
__label__NO; - Рекорд для ГИННЕССА по през-вранью
__label__NO; - самый же урожай
__label__NO; - Сарочка  а шо такое ковид
__label__NO; - сделали своё дело и пропали
__label__NO; - спешите не опоздать  дали буде
__label__NO; - Сынок  как бы тебе объяснить  давай лучше разберем на примере
__label__NO; - Та не  Сарочка  то я шоб меньше есть
__label__NO; - Только что вернулся домой  - куча народу в магазинах  на улице
__label__NO; - хм
__label__NO; - Хорошо
__label__NO; - шо то делать надо
__label__NO; - Э-э-э
__label__NO; - Э-э-э
__label__NO; - это уже отменили
__label__NO; - это шо  я тут пишу - Слава напр
__label__NO; - я тащусь с быдла и профессионализма пастухов  разводящих это быдло 
__label__NO; -- А мы его уже не замечаем
__label__NO; -- а я ж только уролог  да и то  бывший
__label__NO; -- в лучшем случае плацебо на основе хлорированной воды из крана
__label__NO; -- волны они считают -- короткие  средние и длинные
__label__NO; -- вчера по радио сказали  что её несколько дней можно в обычном домашнем холодильнике хранить -- в морозилке  наверное
__label__NO; -- доживём --ширнёмся
__label__NO; -- и так везде
__label__NO; -- и тут лучше  чем у всех -- в плане ношения масок и последствий
__label__HATE; -- как будет по-украински: феррюкте лёйтэ
__label__NO; -- киевляне думают  шо спасение утопающих -- дело рук спасательной станции
__label__NO; -- мыж тут сало з мэдом йисымо
__label__NO; -- нас они не пожалеют 
__label__NO; -- никого принудительно в маску носом не тыкают -- народ проникся
__label__NO; -- но хрен вам
__label__NO; -- ну давай пожалеем их за то  шо они такие
__label__NO; -- распроданные в начале года средства защиты 
__label__NO; -- так ото ж
__label__NO; -- Так у вас же Океан под окнами
__label__HATE; -- токо человеческий генофонд портить -- и так  слишком медленно вымирают
__label__NO; -- ты шо  нас не знаешь -- похерим любэ
__label__NO; -- це ж точно Европа
__label__NO; -- шо я такой дурной киевлянин  но в Германии
__label__NO; -- это уже другой уровень защиты
__label__NO; -- я  сам
__label__NO; -----------------------------------------------------  так кто тут врет
__label__NO; -//- при чём здесь карабах  не понимать
__label__NO; ―К дракону можно привыкнуть
__label__NO; ―Можно
__label__NO; ―Мы привыкли
__label__NO; ―Ну как Вам сказать
__label__NO; ―Что ж он такого доброго сделал
__label__NO; · Ознакомился с потоками речи пиарщиков ОП  которые заполонили СМИ  словно они великие государственные деятели  и подумалось
__label__NO; · Помните  я говорил  что Зеленский - Янукович на спидах
__label__NO;" "" https://www"
__label__NO;" "" Дальше не продолжайте "
__label__NO;" "" И даже если чудом удастся избежать народного суда  Суда Всевышнего избежать не удастся"
__label__NO;" "" Каждая собака знает  кто её кормит """
__label__NO;" ""made in britain"""
__label__NO;" ""ААААА МЫ ВСЕ УМРЕМ"
__label__NO;" ""Благодаря последним положительным новостям по поводу испытаний вакцин свет в конце этого длинного темного туннеля становится ярче""  - отметил глава ВОЗ"
__label__NO;" ""бога"" то"
__label__NO;" ""богу"") Чота верю  ибо если столько новостей о ней  то что-то"
__label__NO;" ""В колонке «Доступные вакцины» приведен перечень болезней  от которых имеются вакцины"
__label__NO;" ""Выживший"" звучит как-то не весело  не жизнеутверждающе  будущее выглядит туманным  с неясными перспективами"
__label__NO;" ""Выпускник КПИ"" - фейсбучный эвфемизм тупого и самонадеянного технаря с синдромом Даннинга-Крюгера  но большой любовью к медицине  и в частности эпидемиологии  вместе с полным неумением интерпретировать научные данные"
__label__NO;" ""Г*вна-пирога"" (C)"
__label__NO;" ""Год у него был  три за побег  пять за детсад"
__label__NO;" ""Для людей в реанимации уже нет кислорода"
__label__NO;" ""Какая разница"""
__label__NO;" ""Ковид ничего не берёт  не образуются антитела"" - это цитата из вашего сообщения"
__label__NO;" ""Койка"" это не место для размещения больного на четырех ножках  как они видимо считают"
__label__NO;" ""конституции"" гос-во ДОЛЖНО обеспечить граждан всем необходимым  а не шоб платили и принимали на дому ""космонавтов"")"
__label__NO;" ""Коронавируса никакого нет"
__label__NO;" ""Крайний"" он чаще всего в зеркале"
__label__NO;" ""мастера спорта"" сраные"
__label__NO;" ""Мне сложно поверить в то  что этот вирус настолько стар  я жду конкретных подтверждений"
__label__NO;" ""Мы с народом  мы тоже болеем  голосуйте за нас"""
__label__NO;" ""нашилюди"""
__label__NO;" ""Ну а как"
__label__NO;" ""нулевой"""
__label__NO;" ""Они чувствуют отсутствие опыта у Зеленского и используют это против него""  - сказал бывший секретарь СНБО Александр Данилюк"
__label__NO;" ""отдохнут"" на выходные в рыгаловках"
__label__NO;" ""Почти""  т"
__label__NO;" ""почувствуй разницу"""
__label__NO;" ""прививка - наш надежный щит от многих болезней"" (с)"
__label__NO;" ""Примите уверения в совершеннейшем к Вам почтении"
__label__NO;" ""Программа поддержки "
__label__NO;" ""Светило"" эпидемиологии)))(((( До ржачки трэшево)))) Сезон коронавирусов))) А в Австралии тоже Локдаун"
__label__NO;" ""Сопутствующие заболевания  такие как отмирание тканей почек  сердца  мозга"" вызываются нехваткой кислорода"
__label__NO;" ""только сидячие"""
__label__NO;" ""Хотят назад в совок"
__label__NO;" ""Черпайте двумя руками"" (С)"
__label__NO;" ""ылита""  блін"
__label__NO; «This was the first such event in the history» - впервые в истории Украины
__label__NO; «В нашем бюджете дыра - по разным оценкам от ста до трехсот миллиардов гривен
__label__NO; «Где деньги  Зин
__label__NO; «Где деньги  Зин
__label__NO; «и  конечно  много кофе»
__label__NO; «Именно во время работы Кирилла Евгеньевича и по его инициативе» или «Кирилл Евгеньевич становится председателем Правления» или «Позднее Кирилл Евгеньевич вернулся в спасенный его командой «Укргазбанк»
__label__NO; «Мое предложение - оставить государственным языком только кыргызский язык
__label__NO; «Нe a__label__NOther face of his character that always tries to reach the peak in everything» - характер помогающий достигать вершин во всем
__label__NO; «Пока что стратегия Швеции оказывается поразительным провалом
__label__NO; ( )
__label__NO; ( всей череды праздников)
__label__NO; ( кстати  кто-нибудь понимает ЧЕМУ надо учиться  чтобы стать журналистом ( word грамматические ошибки правит на раз))
__label__NO; ( Например  отечественное производство обуви  легкая промышленность
__label__NO; (высшей нервной деятельностью)
__label__NO; (для справки  я болел уже ковидом и лежал в больнице)
__label__NO; (Кстати  я Вас огорчу - в КПИ я не учился )
__label__NO; (латынь)  Подсказка - не Китаю  кто-то круто наварится на торговле вакцинами
__label__NO; (с) 
__label__NO; (с) Лёлик
__label__NO; (с) Лук  чеснок и алкоголь
__label__NO; (стих) Мощьно  день ото дня  Растёт процент больных На ковид в Украине
__label__NO; (у некоторых как мешок пылесоса))) ***  ну что  пошла вторая волна
__label__NO; (я живу в Италии и всё это вижу и слышу)
__label__NO; ) Совпали цели вместо войны придумали пандемию это более гуманно конечно
__label__NO;" ))))))))))))))))))))))))))))) как всегда отличилась мендель ))))) "" життя не ідаельне"
__label__NO; * * * Ну что вам сказать
__label__NO; *)
__label__NO; *)
__label__NO; *)
__label__NO; *)
__label__NO; *)
__label__NO; *)
__label__NO; ** вашу мать
__label__NO; *** ну вот как жеж во время  моя тещенька дорогая заменила в моей нычке водку на воду
__label__NO; *** Чуть ранее также прокомментировал сегодняшний «видосик» от Зеленского политолог Дмитрий Корнейчук: «Голобородько под видом болезни отдохнул две недельки в модной «Феофании»
